Host Since;Host Response Rate;Is Superhost;neighbourhood;Neighborhood Group;Latitude;Longitude;Is Exact Location;Accomodates;Bathrooms;Bedrooms;Beds;Guests Included;Min Nights;Reviews;Overall Rating;Accuracy Rating;Cleanliness Rating;Checkin Rating;Communication Rating;Location Rating;Value Rating;Instant Bookable;Price;Host Response Time_a few days or more;Host Response Time_unknown;Host Response Time_within a day;Host Response Time_within a few hours;Host Response Time_within an hour;Property Type_Apartment;Property Type_Bed and breakfast;Property Type_Boat;Property Type_Boutique hotel;Property Type_Bungalow;Property Type_Condominium;Property Type_Guest suite;Property Type_Guesthouse;Property Type_Hostel;Property Type_Hotel;Property Type_House;Property Type_Loft;Property Type_Other;Property Type_Serviced apartment;Property Type_Townhouse;Room Type_Entire home/apt;Room Type_Private room;Room Type_Shared room
1100;;0.0;Mitte;Mitte;52.52494;13.41051;0.0;2.0;1.0;1.0;2.0;1.0;3.0;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;75.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1351;100.0;1.0;Prenzlauer Berg;Pankow;52.53556999999999;13.4179;1.0;5.0;1.0;2.0;3.0;1.0;3.0;114;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;145.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1015;;0.0;Prenzlauer Berg;Pankow;52.52991999999999;13.41856;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0;;;;;;;;0.0;120.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
207;83.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.48834;13.39956;0.0;2.0;1.5;1.0;1.0;1.0;1.0;23;96.0;10.0;9.0;10.0;9.0;10.0;10.0;0.0;52.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1519;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49159;13.41414;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2;80.0;8.0;6.0;9.0;9.0;10.0;8.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1253;;0.0;Alt-Treptow;Treptow - KÃ¶penick;52.48881;13.44936;0.0;2.0;1.0;1.0;2.0;1.0;1.0;0;;;;;;;;0.0;45.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1392;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49846;13.38506;0.0;2.0;2.0;1.0;1.0;2.0;1.0;0;;;;;;;;0.0;69.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
714;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.48655;13.44815;0.0;2.0;1.0;1.0;1.0;1.0;2.0;0;;;;;;;;0.0;95.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1124;100.0;1.0;NeukÃ¶lln;NeukÃ¶lln;52.48295999999999;13.43803;1.0;2.0;1.0;1.0;1.0;1.0;4.0;65;94.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;60.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2101;;0.0;Mitte;Mitte;52.52361;13.41473;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;39.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1471;100.0;0.0;Mitte;Mitte;52.53202;13.395920000000002;0.0;6.0;1.0;2.0;3.0;1.0;3.0;4;87.0;9.0;9.0;9.0;9.0;10.0;9.0;0.0;250.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
219;50.0;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51485;13.47198;0.0;2.0;1.0;1.0;1.0;1.0;2.0;4;97.0;10.0;9.0;9.0;10.0;10.0;10.0;0.0;40.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1906;100.0;0.0;Prenzlauer Berg;Pankow;52.53601999999999;13.4288;0.0;2.0;1.0;1.0;1.0;1.0;3.0;39;93.0;9.0;9.0;10.0;10.0;10.0;9.0;0.0;40.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1447;100.0;1.0;Pankow;Pankow;52.55973000000001;13.41731;1.0;6.0;2.0;3.0;5.0;4.0;5.0;122;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;249.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1111;100.0;0.0;Potsdamer Platz;Mitte;52.515980000000006;13.39042;0.0;2.0;1.5;1.0;1.0;1.0;1.0;156;85.0;9.0;9.0;10.0;10.0;10.0;9.0;0.0;59.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
265;100.0;1.0;Britz;NeukÃ¶lln;52.46015;13.43052;1.0;2.0;1.0;1.0;1.0;1.0;1.0;56;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;29.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
1228;100.0;0.0;Prenzlauer Berg;Pankow;52.54996;13.42542;0.0;2.0;1.0;1.0;1.0;1.0;2.0;20;86.0;9.0;9.0;9.0;9.0;10.0;9.0;0.0;90.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1288;90.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49658;13.4287;0.0;4.0;1.0;1.0;2.0;1.0;2.0;27;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;70.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1420;;0.0;Reinickendorf;Reinickendorf;52.56149;13.35303;0.0;1.0;1.0;1.0;1.0;1.0;6.0;0;;;;;;;;0.0;20.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1748;67.0;0.0;Prenzlauer Berg;Pankow;52.53632;13.41922;0.0;1.0;1.0;1.0;1.0;1.0;2.0;10;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;38.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2627;100.0;1.0;Friedrichshain;Friedrichshain-Kreuzberg;52.5199;13.44934;1.0;1.0;1.5;1.0;1.0;1.0;2.0;109;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;39.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1162;100.0;1.0;Wedding;Mitte;52.553830000000005;13.36224;1.0;4.0;1.5;0.0;3.0;2.0;3.0;74;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;109.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
2096;100.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47946999999999;13.44963;0.0;2.0;1.0;1.0;2.0;1.0;1.0;20;96.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;80.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2412;100.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.45313000000001;13.4531;0.0;1.0;1.0;1.0;1.0;1.0;1.0;3;93.0;9.0;10.0;9.0;9.0;9.0;10.0;0.0;26.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1776;80.0;0.0;Wilmersdorf;Charlottenburg-Wilm.;52.49887;13.3379;0.0;2.0;1.0;1.0;1.0;1.0;20.0;45;93.0;10.0;10.0;9.0;9.0;10.0;10.0;0.0;41.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2463;89.0;0.0;Charlottenburg;Charlottenburg-Wilm.;52.50746;13.30858;0.0;3.0;1.0;1.0;1.0;1.0;2.0;31;95.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;39.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1893;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.50838;13.4601;0.0;2.0;1.0;1.0;1.0;1.0;30.0;5;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;22.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2140;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.518130000000006;13.47878;0.0;2.0;1.0;1.0;1.0;2.0;1.0;5;93.0;9.0;10.0;10.0;10.0;10.0;9.0;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1444;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.49018;13.42672;0.0;2.0;1.0;1.0;2.0;1.0;5.0;9;85.0;10.0;9.0;10.0;10.0;9.0;9.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1224;;0.0;Moabit;Mitte;52.53108;13.348770000000002;0.0;6.0;1.0;2.0;2.0;1.0;7.0;1;80.0;10.0;6.0;10.0;10.0;8.0;10.0;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2239;100.0;1.0;Mitte;Mitte;52.53157;13.39501;1.0;2.0;1.0;1.0;2.0;1.0;3.0;166;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;60.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2073;100.0;1.0;Dahlem;Steglitz - Zehlendorf;52.45606;13.291379999999998;1.0;2.0;1.0;0.0;1.0;1.0;2.0;74;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;45.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
839;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47041999999999;13.43065;0.0;2.0;1.0;1.0;1.0;1.0;2.0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1379;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.48814;13.410479999999998;0.0;2.0;1.0;1.0;1.0;1.0;3.0;5;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
121;;0.0;Mitte;Mitte;52.52905;13.39721;0.0;2.0;1.0;1.0;1.0;1.0;1.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;100.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
963;96.0;0.0;SchÃ¶neberg;Tempelhof - SchÃ¶neberg;52.48129;13.36048;0.0;2.0;1.0;1.0;1.0;1.0;1.0;118;91.0;10.0;8.0;9.0;10.0;9.0;9.0;0.0;29.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1079;;0.0;Reinickendorf;Reinickendorf;52.57117;13.34065;0.0;2.0;1.0;1.0;1.0;1.0;3.0;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;16.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1504;;0.0;Wedding;Mitte;52.54936;13.369879999999998;0.0;2.0;1.0;1.0;2.0;1.0;7.0;1;80.0;10.0;6.0;10.0;10.0;10.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1325;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.49276999999999;13.42945;0.0;2.0;1.0;0.0;1.0;1.0;4.0;17;98.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
360;;0.0;Mariendorf;Tempelhof - SchÃ¶neberg;52.45642;13.39951;0.0;5.0;1.0;3.0;3.0;1.0;2.0;4;100.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;75.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
199;90.0;1.0;Mitte;Mitte;52.52595;13.40836;1.0;2.0;1.0;1.0;2.0;2.0;2.0;21;96.0;10.0;10.0;10.0;9.0;10.0;9.0;1.0;73.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
650;;0.0;Pankow;Pankow;52.56018000000001;13.41951;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;18.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
667;0.0;0.0;Prenzlauer Berg;Pankow;52.54840999999999;13.41388;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;25.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
1684;;0.0;Wedding;Mitte;52.54629;13.35308;0.0;2.0;1.0;1.0;1.0;1.0;2.0;19;95.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;25.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
2217;100.0;0.0;Prenzlauer Berg;Pankow;52.54995;13.41095;0.0;2.0;1.0;1.0;1.0;1.0;10.0;15;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;58.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
215;92.0;1.0;Prenzlauer Berg;Pankow;52.52961;13.41169;1.0;1.0;1.0;1.0;1.0;1.0;1.0;52;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;170.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349;100.0;0.0;Steglitz;Steglitz - Zehlendorf;52.44854;13.32022;0.0;4.0;1.0;1.0;2.0;1.0;2.0;4;85.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;32.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2760;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49259;13.40174;0.0;2.0;1.0;1.0;1.0;1.0;4.0;3;100.0;10.0;10.0;9.0;10.0;10.0;10.0;0.0;50.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
62;100.0;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51388000000001;13.46782;0.0;6.0;1.0;1.0;2.0;2.0;2.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;90.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
243;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51597;13.46366;0.0;2.0;1.0;0.0;1.0;1.0;2.0;4;100.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;59.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1280;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49626;13.424029999999998;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;45.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
217;100.0;0.0;Mitte;Mitte;52.52819000000001;13.407629999999996;0.0;2.0;1.0;1.0;1.0;1.0;1.0;65;94.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;49.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
894;0.0;0.0;Prenzlauer Berg;Pankow;52.53101;13.43263;0.0;6.0;1.0;2.0;4.0;4.0;4.0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;0.0;100.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1800;;0.0;SchÃ¶neberg;Tempelhof - SchÃ¶neberg;52.488980000000005;13.34237;0.0;2.0;1.0;1.0;1.0;1.0;1.0;7;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;31.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
424;;0.0;Charlottenburg;Charlottenburg-Wilm.;52.50855;13.30658;0.0;1.0;1.0;1.0;2.0;1.0;5.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;80.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1060;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.50646;13.38591;0.0;2.0;1.0;1.0;1.0;1.0;2.0;32;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;30.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2079;;0.0;Reinickendorf;Reinickendorf;52.56714;13.360879999999998;0.0;4.0;1.0;1.0;2.0;2.0;2.0;20;95.0;9.0;8.0;10.0;10.0;9.0;10.0;0.0;40.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1134;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.50483000000001;13.41313;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1;80.0;8.0;8.0;10.0;8.0;10.0;8.0;0.0;51.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
243;100.0;0.0;Mitte;Mitte;52.51176;13.40801;0.0;4.0;1.5;2.0;3.0;2.0;5.0;0;;;;;;;;0.0;112.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
2187;100.0;0.0;Moabit;Mitte;52.52996;13.331829999999998;0.0;3.0;1.0;2.0;3.0;2.0;3.0;47;93.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;42.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
375;;0.0;Wedding;Mitte;52.55359000000001;13.34826;0.0;1.0;1.0;1.0;1.0;1.0;13.0;2;80.0;10.0;7.0;10.0;8.0;9.0;10.0;0.0;20.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1413;100.0;0.0;Friedrichsfelde;Lichtenberg;52.50679;13.53991;0.0;2.0;1.0;1.0;1.0;1.0;4.0;3;95.0;10.0;10.0;10.0;9.0;9.0;10.0;0.0;24.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
676;;0.0;Wilmersdorf;Charlottenburg-Wilm.;52.48149;13.3159;0.0;2.0;1.0;1.0;1.0;1.0;2.0;9;98.0;10.0;10.0;9.0;10.0;9.0;10.0;0.0;70.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1263;100.0;1.0;Charlottenburg;Charlottenburg-Wilm.;52.50286;13.31546;1.0;1.0;1.0;1.0;1.0;1.0;1.0;138;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;32.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1420;;0.0;Moabit;Mitte;52.52478000000001;13.33014;0.0;2.0;1.0;1.0;1.0;1.0;7.0;0;;;;;;;;0.0;52.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2404;100.0;0.0;Wilmersdorf;Charlottenburg-Wilm.;52.47586999999999;13.32143;0.0;3.0;1.0;1.0;1.0;1.0;2.0;0;;;;;;;;0.0;30.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
624;100.0;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.52414;13.45136;0.0;2.0;1.0;1.0;1.0;1.0;2.0;1;80.0;8.0;10.0;10.0;10.0;10.0;6.0;0.0;70.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
743;90.0;1.0;SchÃ¶neberg;Tempelhof - SchÃ¶neberg;52.48625;13.349329999999998;1.0;3.0;1.0;1.0;2.0;1.0;2.0;14;96.0;10.0;9.0;9.0;10.0;10.0;9.0;1.0;61.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2035;96.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.49340999999999;13.429470000000002;0.0;2.0;1.0;1.0;1.0;1.0;3.0;191;94.0;9.0;9.0;10.0;10.0;10.0;9.0;0.0;50.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1490;100.0;0.0;Johannisthal;Treptow - KÃ¶penick;52.43535;13.50845;0.0;4.0;1.0;1.0;2.0;1.0;5.0;12;91.0;10.0;9.0;10.0;9.0;10.0;9.0;0.0;25.0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
2339;100.0;0.0;PlÃ¤nterwald;Treptow - KÃ¶penick;52.49032;13.44221;0.0;2.0;1.0;1.0;1.0;2.0;1.0;6;92.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;69.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
279;95.0;0.0;Prenzlauer Berg;Pankow;52.54468000000001;13.42369;0.0;2.0;1.0;1.0;2.0;1.0;1.0;40;94.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;58.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2162;75.0;0.0;Tempelhof;Tempelhof - SchÃ¶neberg;52.46571999999999;13.38539;0.0;4.0;1.0;2.0;3.0;1.0;3.0;1;40.0;6.0;2.0;10.0;10.0;2.0;2.0;0.0;80.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2404;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.52273;13.44996;0.0;3.0;1.0;1.0;2.0;2.0;7.0;2;100.0;10.0;10.0;9.0;10.0;10.0;10.0;0.0;49.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
279;90.0;0.0;Tempelhof;Tempelhof - SchÃ¶neberg;52.4552;13.40868;0.0;3.0;1.0;1.0;2.0;2.0;1.0;21;96.0;9.0;9.0;10.0;10.0;9.0;10.0;0.0;25.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
604;100.0;0.0;Charlottenburg;Charlottenburg-Wilm.;52.51771;13.319670000000002;0.0;2.0;1.0;1.0;1.0;1.0;2.0;90;91.0;9.0;9.0;10.0;10.0;10.0;9.0;0.0;32.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1769;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49346;13.42436;0.0;2.0;1.0;1.0;1.0;1.0;2.0;4;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;59.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3212;;0.0;Wedding;Mitte;52.5578;13.34784;0.0;2.0;1.0;1.0;1.0;2.0;5.0;0;;;;;;;;0.0;45.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1524;100.0;0.0;Charlottenburg;Charlottenburg-Wilm.;52.50315;13.303920000000002;0.0;4.0;1.0;0.0;2.0;1.0;20.0;2;100.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;60.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
506;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47965;13.42886;0.0;2.0;1.0;0.0;1.0;1.0;4.0;1;80.0;8.0;6.0;6.0;10.0;10.0;10.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2224;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.50124;13.42464;0.0;2.0;1.0;1.0;1.0;1.0;3.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;80.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1199;;0.0;Friedrichshain;Friedrichshain-Kreuzberg;52.51928;13.45213;0.0;2.0;1.0;1.0;1.0;1.0;2.0;6;90.0;10.0;8.0;10.0;9.0;9.0;10.0;0.0;30.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2129;100.0;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.50052;13.4367;0.0;2.0;1.0;1.0;1.0;1.0;5.0;35;94.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;60.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2353;;0.0;Kreuzberg;Friedrichshain-Kreuzberg;52.49101;13.44924;0.0;2.0;1.0;1.0;1.0;1.0;1.0;3;87.0;9.0;9.0;10.0;10.0;9.0;9.0;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1236;80.0;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47596999999999;13.4286;0.0;2.0;1.0;1.0;1.0;1.0;4.0;13;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;70.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
861;;0.0;Tiergarten;Mitte;52.50171;13.36599;0.0;2.0;1.0;1.0;2.0;1.0;2.0;0;;;;;;;;0.0;54.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1496;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.47361;13.45417;0.0;1.0;1.0;1.0;1.0;1.0;3.0;3;93.0;10.0;7.0;10.0;10.0;8.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1450;;0.0;WeiÃensee;Pankow;52.5581;13.430179999999998;0.0;2.0;1.0;1.0;1.0;1.0;5.0;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;0.0;30.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68;100.0;0.0;Prenzlauer Berg;Pankow;52.539;13.40716;0.0;2.0;1.0;1.0;2.0;2.0;2.0;1;100.0;8.0;8.0;10.0;10.0;10.0;10.0;0.0;45.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2108;;0.0;NeukÃ¶lln;NeukÃ¶lln;52.4818;13.43641;0.0;4.0;1.0;1.0;1.0;1.0;7.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;43.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1367;;0.0;Charlottenburg;Charlottenburg-Wilm.;52.51976;13.30008;0.0;2.0;1.0;1.0;2.0;2.0;1.0;10;87.0;9.0;9.0;9.0;9.0;9.0;8.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
